enzyme,organism,reference,pubmed_id
1.1.1.185,Klebsiella aerogenes,286137,8500982
1.1.1.187,Pseudomonas sp.,389366,4398966
1.1.1.187,Aggregatibacter actinomycetemcomitans,651142,12444986
1.1.1.187,Pseudomonas syringae,740178,23470736
1.1.1.192,Amycolatopsis methanolica,288324,1597190
1.1.1.192,Pseudomonas putida,347799,-
1.1.1.192,Nostoc sp.,656603,12515465
1.1.1.192,Micrococcus luteus,760872,31728457
1.1.1.193,Escherichia coli,246736,30756
1.1.1.193,Streptomyces davaonensis,684754,17541777
1.1.1.193,Bacillus subtilis,760492,29864427
1.1.1.193,Methanosarcina mazei,760492,29864427
1.1.1.194,Rhodococcus sp.,667289,16421716
1.1.1.195,Helicobacter pylori,668545,15720399
1.1.1.195,Synechocystis sp.,698623,19411329
1.1.1.195,Geobacillus stearothermophilus,723979,23686507
1.1.1.195,Streptomyces sp.,724592,21897026
1.1.1.195,Helicobacter pylori,725014,22269576
1.1.1.198,Pseudomonas sp.,739915,27542933
1.1.1.198,Pseudomonas putida,760425,33846823
1.1.1.198,Pseudomonas monteilii,761009,32732035
1.1.1.2,Mycobacterium tuberculosis,286169,-
1.1.1.2,Pseudomonas aeruginosa,286169,-
1.1.1.2,Acinetobacter sp.,286191,-
1.1.1.2,Geobacillus stearothermophilus,286191,-
1.1.1.2,Clostridium beijerinckii,286191,-
1.1.1.2,Thermoanaerobacter brockii,286191,-
1.1.1.2,Thermoanaerobacter thermohydrosulfuricus,286191,-
1.1.1.2,Escherichia coli,286191,-
1.1.1.2,Thermoanaerobacter ethanolicus,286191,-
1.1.1.2,Zymomonas mobilis,286191,-
1.1.1.2,Leuconostoc mesenteroides,286197,8068002
1.1.1.2,Clostridium acetobutylicum,286197,8068002
1.1.1.2,Clostridium beijerinckii,286197,8068002
1.1.1.2,Thermoanaerobacter brockii,286197,8068002
1.1.1.2,Clostridium kluyveri,286197,8068002
1.1.1.2,Acetivibrio thermocellus,286197,8068002
1.1.1.2,Thermoanaerobacter thermohydrosulfuricus,286197,8068002
1.1.1.2,Escherichia coli,286197,8068002
1.1.1.2,Propionibacterium freudenreichii,286197,8068002
1.1.1.2,Thermoanaerobacter ethanolicus,286197,8068002
1.1.1.2,Vibrio harveyi,286197,8068002
1.1.1.2,Zymomonas mobilis,286197,8068002
1.1.1.2,Acetobacter aceti,286198,8135516
1.1.1.2,Thermoanaerobacter brockii,286198,8135516
1.1.1.2,Methanobacterium palustre,286198,8135516
1.1.1.2,Methanofollis liminatans,286198,8135516
1.1.1.2,Methanoculleus thermophilus,286198,8135516
1.1.1.2,Thermococcus litoralis,286198,8135516
1.1.1.2,Zymomonas mobilis,286198,8135516
1.1.1.2,Thermoanaerobacter brockii,286201,9041649
1.1.1.2,Bacillus methanolicus,286202,9209068
1.1.1.2,Clostridium acetobutylicum,286202,9209068
1.1.1.2,Escherichia coli,286202,9209068
1.1.1.2,Thermococcus sp.,286202,9209068
1.1.1.2,Zymomonas mobilis,286202,9209068
1.1.1.2,Acinetobacter calcoaceticus,286203,9327572
1.1.1.2,Thermococcus sp.,286205,9952458
1.1.1.2,Clostridium beijerinckii,286206,10473548
1.1.1.2,Thermoanaerobacter brockii,286206,10473548
1.1.1.2,Thermoanaerobacter ethanolicus,286206,10473548
1.1.1.2,Archaeoglobus fulgidus,286207,10491136
1.1.1.2,Bacillus methanolicus,286207,10491136
1.1.1.2,Clostridium acetobutylicum,286207,10491136
1.1.1.2,Pyrococcus furiosus,286207,10491136
1.1.1.2,Thermococcus litoralis,286207,10491136
1.1.1.2,Thermococcus zilligii,286207,10491136
1.1.1.2,Zymomonas mobilis,286207,10491136
1.1.1.2,Thermoanaerobacter brockii,286209,10651277
1.1.1.2,Acinetobacter calcoaceticus,286210,11097895
1.1.1.2,Acinetobacter sp.,286210,11097895
1.1.1.2,Bacillus subtilis,286211,11257547
1.1.1.2,Escherichia coli,286211,11257547
1.1.1.2,Helicobacter pylori,286211,11257547
1.1.1.2,Mycobacterium tuberculosis,286211,11257547
1.1.1.2,Mycobacterium avium,286211,11257547
1.1.1.2,Mycobacterium avium subsp. paratuberculosis,286211,11257547
1.1.1.2,Thermoanaerobacter brockii,654354,12573288
1.1.1.2,Lentilactobacillus kefiri,655106,15604828
1.1.1.2,Levilactobacillus brevis,656514,12628239
1.1.1.2,Escherichia coli,656549,15327949
1.1.1.2,Thermoanaerobacter brockii,668040,16245351
1.1.1.2,Levilactobacillus brevis,668040,16245351
1.1.1.2,Thermoanaerobacter sp.,668054,16132858
1.1.1.2,Levilactobacillus brevis,671506,15549291
1.1.1.2,Brevibacillus brevis,672042,15938641
1.1.1.2,Levilactobacillus brevis,675348,15896805
1.1.1.2,Pseudothermotoga hypogea,684751,17294170
1.1.1.2,Levilactobacillus brevis,685631,18288496
1.1.1.2,Escherichia coli,687794,18211903
1.1.1.2,Thermoanaerobacter brockii,689955,18260103
1.1.1.2,Pyrococcus furiosus,697833,18452026
1.1.1.2,Synechocystis sp.,698623,19411329
1.1.1.2,Thermococcus sibiricus,721762,22885278
1.1.1.2,Pyrococcus furiosus,722173,11358525
1.1.1.2,Haloferax volcanii,722209,23179592
1.1.1.2,Pyrococcus furiosus,722498,9973342
1.1.1.2,Thermococcus sibiricus,726606,20516592
1.1.1.2,Thermococcus sibiricus,726712,20418438
1.1.1.2,Haloferax volcanii,728289,24062264
1.1.1.2,Pyrobaculum aerophilum,728605,23755111
1.1.1.2,Thermoanaerobacter brockii,735625,7030321
1.1.1.2,Thermococcus paralvinellae,736339,7642502
1.1.1.2,Thermoanaerobacter ethanolicus,736930,24984815
1.1.1.2,Levilactobacillus brevis,738908,23796348
1.1.1.2,Pyrococcus furiosus,744084,16535713
1.1.1.2,Pyrococcus furiosus,746361,28201792
1.1.1.2,Thermococcus thioreducens,760299,30950821
1.1.1.2,Clostridium beijerinckii,760724,-
1.1.1.201,Clostridium sardiniense,286076,6945134
1.1.1.201,Collinsella aerofaciens,286224,6758698
1.1.1.201,Collinsella aerofaciens,286226,6954878
1.1.1.201,Blautia producta,286226,6954878
1.1.1.201,Hathewaya limosa,286227,3857290
1.1.1.201,Blautia producta,286228,2752021
1.1.1.201,Clostridium sp.,286229,2923864
1.1.1.201,Collinsella aerofaciens,724054,21181147
1.1.1.201,Clostridium sardiniense,740787,25131646
1.1.1.201,Collinsella aerofaciens,740787,25131646
1.1.1.201,Paeniclostridium sordellii,740787,25131646
1.1.1.201,Collinsella aerofaciens,760289,28471355
1.1.1.202,Klebsiella pneumoniae,389488,3553154
1.1.1.202,Clostridium butyricum,389489,-
1.1.1.202,Clostridium pasteurianum,389489,-
1.1.1.202,Limosilactobacillus reuteri,389490,16348177
1.1.1.202,Klebsiella pneumoniae,389491,13791444
1.1.1.202,Levilactobacillus brevis,389492,-
1.1.1.202,Lentilactobacillus buchneri,389492,-
1.1.1.202,Klebsiella pneumoniae,389493,2559947
1.1.1.202,Citrobacter freundii,389494,7721705
1.1.1.202,Clostridium pasteurianum,389495,9311132
1.1.1.202,Clostridium butyricum,389496,10938419
1.1.1.202,Clostridium butyricum,389497,9633649
1.1.1.202,Lentilactobacillus buchneri,389498,1622279
1.1.1.202,Levilactobacillus brevis,389498,1622279
1.1.1.202,Klebsiella pneumoniae,655107,15049372
1.1.1.202,Thermotoga maritima,657320,14705036
1.1.1.202,Klebsiella pneumoniae,657406,-
1.1.1.202,Klebsiella pneumoniae,664422,16314966
1.1.1.202,Clostridium butyricum,667270,16391030
1.1.1.202,Klebsiella pneumoniae,670216,16230771
1.1.1.202,Klebsiella pneumoniae,675901,17914171
1.1.1.202,Klebsiella pneumoniae,684171,17329826
1.1.1.202,Klebsiella pneumoniae,684524,18415986
1.1.1.202,Klebsiella pneumoniae,688171,18365261
1.1.1.202,Klebsiella pneumoniae,695716,19728170
1.1.1.202,Escherichia coli,695764,19139229
1.1.1.202,Klebsiella pneumoniae,695842,19352645
1.1.1.202,Escherichia coli,695844,19626321
1.1.1.202,Klebsiella pneumoniae,695844,19626321
1.1.1.202,Klebsiella pneumoniae,696785,18682988
1.1.1.202,Klebsiella pneumoniae,697666,-
1.1.1.202,Klebsiella pneumoniae,698602,19011020
1.1.1.202,Klebsiella pneumoniae,699149,-
1.1.1.202,Klebsiella pneumoniae,699357,18685876
1.1.1.202,Escherichia coli,710972,20499228
1.1.1.202,Klebsiella pneumoniae,710972,20499228
1.1.1.202,Klebsiella pneumoniae,712531,20156491
1.1.1.202,Oenococcus oeni,721395,23385476
1.1.1.202,Klebsiella pneumoniae,724566,23361186
1.1.1.202,Limosilactobacillus reuteri,725880,21812997
1.1.1.202,Citrobacter freundii,725951,22821086
1.1.1.202,Levilactobacillus brevis,739886,26961082
1.1.1.202,Citrobacter freundii,740214,26966462
1.1.1.202,Clostridium butyricum,740214,26966462
1.1.1.202,Clostridium pasteurianum,740214,26966462
1.1.1.202,Clostridium perfringens,740214,26966462
1.1.1.202,Klebsiella pneumoniae,740214,26966462
1.1.1.202,Lentilactobacillus buchneri,740214,26966462
1.1.1.202,Levilactobacillus brevis,740214,26966462
1.1.1.202,Limosilactobacillus reuteri,740214,26966462
1.1.1.202,Pantoea agglomerans,740214,26966462
1.1.1.202,Thermotoga maritima,740214,26966462
1.1.1.202,Klebsiella pneumoniae,747304,24657752
1.1.1.202,Clostridium butyricum,760717,30060420
1.1.1.202,Clostridium butyricum,761555,29534944
1.1.1.203,Pseudomonas syringae,286230,4392089
1.1.1.203,Pseudomonas syringae,286231,2471
1.1.1.203,Agrobacterium tumefaciens,695552,19481054
1.1.1.203,Agrobacterium tumefaciens,698607,19060141
1.1.1.203,Agrobacterium tumefaciens,725435,21676870
1.1.1.203,Chromohalobacter salexigens,740393,25640726
1.1.1.203,Polaromonas naphthalenivorans,740393,25640726
1.1.1.203,Pseudomonas fluorescens,740393,25640726
1.1.1.203,Pseudomonas mendocina,740393,25640726
1.1.1.203,Agrobacterium tumefaciens,740959,25884328
1.1.1.203,Fulvimarina pelagi,740959,25884328
1.1.1.203,Oceanicola granulosus,740959,25884328
1.1.1.203,Streptomyces viridochromogenes,740959,25884328
1.1.1.203,Pseudomonas syringae,759581,33057913
1.1.1.203,Agrobacterium tumefaciens,760328,28545260
1.1.1.203,Agrobacterium tumefaciens,760723,-
1.1.1.203,Agrobacterium tumefaciens,761265,31472210
1.1.1.203,Pseudomonas syringae,761833,29729665
1.1.1.203,Thermobispora bispora,762511,29936649
1.1.1.205,Bacillus subtilis,347906,-
1.1.1.205,Bacillus subtilis,347907,1979163
1.1.1.205,Klebsiella aerogenes,347908,4290592
1.1.1.205,Escherichia coli,347909,4354743
1.1.1.205,Escherichia coli,347911,6152729
1.1.1.205,Escherichia coli,347919,2889473
1.1.1.205,Klebsiella aerogenes,347920,4291760
1.1.1.205,Bacillus subtilis,347922,4972708
1.1.1.205,Klebsiella aerogenes,347923,4298224
1.1.1.205,Klebsiella aerogenes,347924,178371
1.1.1.205,Klebsiella aerogenes,347925,5138
1.1.1.205,Klebsiella aerogenes,347926,5421955
1.1.1.205,Klebsiella aerogenes,347928,4307993
1.1.1.205,Escherichia coli,347929,6112982
1.1.1.205,Escherichia coli,347934,4573200
1.1.1.205,Klebsiella aerogenes,347935,1268228
1.1.1.205,Escherichia coli,347938,6104455
1.1.1.205,Escherichia coli,347939,44191
1.1.1.205,Escherichia coli,347941,1103737
1.1.1.205,Bacillus subtilis,347942,4998714
1.1.1.205,Klebsiella aerogenes,347944,13428767
1.1.1.205,Escherichia coli,347946,4309153
1.1.1.205,Bacillus cereus,347958,9602532
1.1.1.205,Streptococcus pyogenes,347959,10200156
1.1.1.205,Streptococcus pyogenes,347960,10390598
1.1.1.205,Escherichia coli,347961,10390600
1.1.1.205,Bacillus cereus,347963,10923792
1.1.1.205,Escherichia coli,667473,14766016
1.1.1.205,Escherichia coli,689055,18312263
1.1.1.205,Klebsiella aerogenes,701583,18990827
1.1.1.205,Escherichia coli,701583,18990827
1.1.1.205,Streptococcus pyogenes,701583,18990827
1.1.1.205,Klebsiella aerogenes,703193,19480389
1.1.1.205,Escherichia coli,703193,19480389
1.1.1.205,Staphylococcus aureus,703193,19480389
1.1.1.205,Pyrococcus horikoshii,703193,19480389
1.1.1.205,Escherichia coli,704629,19153081
1.1.1.205,Escherichia coli,705494,17480004
1.1.1.205,Mycobacterium tuberculosis,705494,17480004
1.1.1.205,Streptococcus pyogenes,705494,17480004
1.1.1.205,Thermotoga maritima,705494,17480004
1.1.1.205,Streptococcus suis,705540,19744553
1.1.1.205,Escherichia coli,711735,21035731
1.1.1.205,Helicobacter pylori,711735,21035731
1.1.1.205,Streptococcus pyogenes,711735,21035731
1.1.1.205,Mycobacterium tuberculosis,712703,20491506
1.1.1.205,Pyrococcus furiosus,722326,8890736
1.1.1.205,Pseudomonas aeruginosa,723875,23519796
1.1.1.205,Campylobacter jejuni,724347,22788966
1.1.1.205,Bacillus anthracis,724347,22788966
1.1.1.205,Halobacterium salinarum,728783,15468334
1.1.1.205,Pseudomonas aeruginosa,739794,26327379
1.1.1.205,Bacillus amyloliquefaciens,740217,26019494
1.1.1.205,Bacillus anthracis,740742,25572472
1.1.1.205,Campylobacter jejuni,740742,25572472
1.1.1.205,Clostridium perfringens,740742,25572472
1.1.1.205,Acinetobacter baumannii,741229,25706619
1.1.1.205,Bacillus thuringiensis,741229,25706619
1.1.1.205,Klebsiella pneumoniae,741229,25706619
1.1.1.205,Mycobacterium tuberculosis,741245,26440283
1.1.1.205,Mycobacterium tuberculosis,760262,27726334
1.1.1.205,Mycobacterium tuberculosis,760699,29699922
1.1.1.205,Helicobacter pylori,760962,30381846
1.1.1.205,Mycobacterium tuberculosis,761676,29746130
1.1.1.205,Bacillus anthracis,761804,31534651
1.1.1.206,Pseudomonas sp.,347970,-
1.1.1.21,Escherichia coli,695843,19609521
1.1.1.21,Thermoanaerobacterium saccharolyticum,738545,27849176
1.1.1.213,Eubacterium sp.,347986,7766153
1.1.1.213,Comamonas testosteroni,669389,15572373
1.1.1.213,Comamonas testosteroni,673967,16955758
1.1.1.213,Pseudomonas sp.,674674,16905772
1.1.1.213,Comamonas testosteroni,674981,17092593
1.1.1.213,Comamonas testosteroni,687642,17893142
1.1.1.213,Comamonas testosteroni,687870,17258342
1.1.1.214,Escherichia coli,286105,234966
1.1.1.215,Acetobacter pasteurianus,286273,-
1.1.1.215,Gluconobacter oxydans,286275,-
1.1.1.215,Acetobacter pasteurianus,286275,-
1.1.1.215,Gluconacetobacter liquefaciens,286275,-
1.1.1.215,Escherichia coli,286279,9811658
1.1.1.215,Campylobacter jejuni,700265,18284594
1.1.1.215,Gluconobacter oxydans,721369,20676631
1.1.1.215,Gluconobacter japonicus,739910,25769838
1.1.1.215,Gluconobacter oxydans,740963,27392695
1.1.1.215,Pseudomonas plecoglossicida,760370,30729393
1.1.1.215,Gluconobacter oxydans,762309,-
1.1.1.218,Pseudomonas putida,286283,1701625
1.1.1.218,Pseudomonas putida,286284,-
1.1.1.218,Pseudomonas putida,286285,8958066
1.1.1.218,Pseudomonas putida,286289,10642529
1.1.1.22,Escherichia coli,286292,793622
1.1.1.22,Escherichia coli,286293,4568129
1.1.1.22,Streptococcus pyogenes,286301,9013585
1.1.1.22,Escherichia coli,286305,7635844
1.1.1.22,Escherichia coli,654528,12775214
1.1.1.22,Streptococcus pyogenes,655477,14686915
1.1.1.22,Pseudomonas aeruginosa,687559,17442666
1.1.1.22,Aliivibrio fischeri,698005,19686342
1.1.1.22,Streptococcus equi subsp. zooepidemicus,698529,19302304
1.1.1.22,Burkholderia cepacia,710750,20208157
1.1.1.22,Proteus mirabilis,710889,20160049
1.1.1.22,Pyrobaculum islandicum,721215,22949183
1.1.1.22,Pyrobaculum islandicum,721871,21979093
1.1.1.22,Burkholderia cepacia,725260,21602353
1.1.1.22,Haloferax volcanii,728319,20487296
1.1.1.22,Sphingomonas sanxanigenens,739891,25842901
1.1.1.22,Escherichia coli,740710,23792965
1.1.1.22,Haloferax volcanii,740935,27527219
1.1.1.22,Halobacterium salinarum,740935,27527219
1.1.1.22,Granulibacter bethesdensis,741372,26008638
1.1.1.22,Acinetobacter baumannii,761217,30107435
1.1.1.22,Streptococcus equi subsp. zooepidemicus,761284,30745825
1.1.1.22,Akkermansia muciniphila,762327,28741460
1.1.1.221,Corynebacterium sp.,286311,-
1.1.1.226,Alcaligenes sp.,389503,-
1.1.1.227,Pseudomonas sp.,739915,27542933
1.1.1.227,Pseudomonas putida,760425,33846823
1.1.1.227,Pseudomonas monteilii,761009,32732035
1.1.1.23,Escherichia coli,286332,7042909
1.1.1.23,Escherichia coli,286336,329890
1.1.1.23,Geobacillus stearothermophilus,286337,921748
1.1.1.23,Bacillus subtilis,286337,921748
1.1.1.23,Sporosarcina psychrophila,286337,921748
1.1.1.23,Paenarthrobacter histidinolovorans,286340,13192138
1.1.1.23,Escherichia coli,286340,13192138
1.1.1.23,Escherichia coli,657194,11842181
1.1.1.23,Mycobacterium tuberculosis,721426,21672513
1.1.1.23,Brucella sp.,723090,-
1.1.1.23,Brucella sp.,741455,-
1.1.1.233,Flavobacterium sp.,389505,3240988
1.1.1.233,Flavobacterium sp.,389506,1854199
1.1.1.235,Streptomyces antibioticus,286348,3052586
1.1.1.238,Clostridium paraputrificum,286353,3167086
1.1.1.239,Alcaligenes sp.,287214,2997177
1.1.1.239,Streptomyces exfoliatus,287216,-
1.1.1.239,Comamonas testosteroni,760869,33002461
1.1.1.24,Klebsiella aerogenes,286360,-
1.1.1.24,Pseudonocardia sp.,286363,9791947
1.1.1.24,Streptomyces sp.,286363,9791947
1.1.1.24,Rhodococcus rhodochrous,286363,9791947
1.1.1.24,Corynebacterium glutamicum,684153,18566515
1.1.1.24,Corynebacterium glutamicum,727115,23929881
1.1.1.240,Pseudomonas sp.,286366,-
1.1.1.241,Rhodococcus sp.,286367,-
1.1.1.243,Rhodococcus erythropolis,286369,10473585
1.1.1.243,Rhodococcus erythropolis,286370,10832640
1.1.1.243,Rhodococcus erythropolis,286371,-
1.1.1.243,Rhodococcus erythropolis,656560,-
1.1.1.244,Bacillus methanolicus,286372,2673121
1.1.1.244,Bacillus methanolicus,286373,2280706
1.1.1.244,Bacillus methanolicus,286374,1995642
1.1.1.244,Bacillus methanolicus,286375,1995643
1.1.1.244,Bacillus methanolicus,286376,1510560
1.1.1.244,Bacillus methanolicus,286377,9119008
1.1.1.244,Bacillus methanolicus,656074,12089158
1.1.1.244,Bacillus methanolicus,656101,12351635
1.1.1.244,Beggiatoa alba,695748,18621874
1.1.1.244,Bacillus methanolicus,726329,23527128
1.1.1.244,Cupriavidus necator,741715,26846745
1.1.1.244,Bacillus methanolicus,742514,24928437
1.1.1.244,Bacillus methanolicus,743223,25596507
1.1.1.244,Desulfitobacterium hafniense,743223,25596507
1.1.1.244,Desulfofundulus kuznetsovii,743223,25596507
1.1.1.244,Lysinibacillus fusiformis,743223,25596507
1.1.1.244,Geobacillus stearothermophilus,743225,27815193
1.1.1.244,Bacillus methanolicus,762558,30300546
1.1.1.244,Bacillus methanolicus,762559,30856338
1.1.1.244,Lysinibacillus xylanilyticus,763060,32117944
1.1.1.244,Lysinibacillus xylanilyticus,763157,33540582
1.1.1.244,Bacillus methanolicus,763722,30127388
1.1.1.245,Pseudomonas sp.,12556,-
1.1.1.245,Acinetobacter sp.,246371,1261
1.1.1.245,Xanthobacter sp.,286378,16346796
1.1.1.245,Nocardia sp.,286381,-
1.1.1.245,Pseudomonas sp.,286382,-
1.1.1.245,Rhodococcus sp.,286383,-
1.1.1.245,Saccharolobus solfataricus,667502,15651978
1.1.1.245,Saccharolobus solfataricus,667621,16101287
1.1.1.25,Escherichia coli,286386,3883995
1.1.1.25,Escherichia coli,286395,14367339
1.1.1.25,Escherichia coli,286396,10739937
1.1.1.25,Archaeoglobus fulgidus,655639,15336409
1.1.1.25,Haemophilus influenzae,655854,12837789
1.1.1.25,Mycobacterium tuberculosis,657254,12356471
1.1.1.25,Methanocaldococcus jannaschii,657359,12906831
1.1.1.25,Corynebacterium glutamicum,667097,16820680
1.1.1.25,Gluconobacter oxydans,668019,17090918
1.1.1.25,Helicobacter pylori,668576,16972983
1.1.1.25,Mycobacterium tuberculosis,669163,16202245
1.1.1.25,Haemophilus influenzae,669328,15735308
1.1.1.25,Mycobacterium tuberculosis,670786,16298142
1.1.1.25,Methanocaldococcus jannaschii,670901,12906820
1.1.1.25,Mycobacterium tuberculosis,684670,17178095
1.1.1.25,Mycobacterium tuberculosis,689956,18260104
1.1.1.25,Mycobacterium tuberculosis,698320,19463851
1.1.1.25,Bacillus anthracis,699631,19043750
1.1.1.25,Mycobacterium tuberculosis,711616,19917104
1.1.1.25,Archaeoglobus fulgidus,721203,22139165
1.1.1.25,Thermotoga maritima,723859,21795804
1.1.1.25,Corynebacterium glutamicum,724089,23306642
1.1.1.25,Thermotoga maritima,725977,22095087
1.1.1.25,Escherichia coli,739956,25524738
1.1.1.25,Helicobacter pylori,739956,25524738
1.1.1.25,Mycobacterium tuberculosis,739956,25524738
1.1.1.25,Staphylococcus aureus,739956,25524738
1.1.1.25,Pseudomonas putida,740771,24632659
1.1.1.25,Staphylococcus aureus,741030,24727420
1.1.1.25,Mycobacterium tuberculosis,741401,-
1.1.1.25,Staphylococcus aureus,760863,31009175
1.1.1.25,Helicobacter pylori,760917,31421413
1.1.1.25,Helicobacter pylori,761321,30810934
1.1.1.25,Acinetobacter baumannii,761536,29529934
1.1.1.25,Mycobacterium tuberculosis,761595,30840825
1.1.1.25,Escherichia coli,761610,29363372
1.1.1.25,Rhodopirellula baltica,762146,29894016
1.1.1.25,Escherichia coli,762311,28633311
1.1.1.250,Thermotoga maritima,721370,21347726
1.1.1.251,Escherichia coli,9567,7772602
1.1.1.251,Escherichia coli,9568,8955298
1.1.1.251,Escherichia coli,739792,26143925
1.1.1.252,Sorangium cellulosum,762638,29500263
1.1.1.254,Agrobacterium sp.,9587,-
1.1.1.254,Agrobacterium sp.,9588,-
1.1.1.254,Agrobacterium sp.,9589,9003445
1.1.1.254,Agrobacterium sp.,285734,10527494
1.1.1.254,Agrobacterium tumefaciens,654037,-
1.1.1.256,Arthrobacter sp.,94344,9055403
1.1.1.256,Arthrobacter sp.,207942,1444405
1.1.1.256,Brevibacterium sp.,207944,8300532
1.1.1.257,Comamonas testosteroni,207945,8828208
1.1.1.257,Comamonas testosteroni,207946,9006050
1.1.1.257,Comamonas testosteroni,207947,33820121
1.1.1.257,Comamonas testosteroni,207948,2050632
1.1.1.257,Comamonas testosteroni,207949,2614395
1.1.1.258,Acinetobacter sp.,246371,1261
1.1.1.258,Nocardia globerula,246371,1261
1.1.1.259,Pseudomonas sp.,207950,8990279
1.1.1.259,Rhodopseudomonas palustris,207950,8990279
1.1.1.259,Pseudomonas sp.,207951,8180704
1.1.1.259,Pseudomonas sp.,207952,8436125
1.1.1.259,Rhodopseudomonas palustris,207952,8436125
1.1.1.26,Pseudomonas fluorescens,286408,236457
1.1.1.26,Paracoccus sp.,684838,17320818
1.1.1.26,Rhizobium etli,685349,17693143
1.1.1.26,Thermococcus litoralis,727414,11532010
1.1.1.260,Clostridium tyrobutyricum,207953,-
1.1.1.260,Levilactobacillus brevis,207953,-
1.1.1.260,Clostridium tyrobutyricum,207954,22622932
